Nombre del Centro;Num de Registro;Dirección;Código postal;Localidad;Provincia;Teléfono;Fax;Tipo de Centro;Finalidad Asistencial;Titularidad;Dependencia Funcional
SERVICIOS SANITARIOS DEL CENTRO DE DIA LAGUNA;47-C3-0070;CL. ORBIGO 2;47,140;LAGUNA DE DUERO;VALLADOLID;983,542,742;983,541,192;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA#FISIOTERAPIA;FUNDACION PERSONAS;PRIVADOS
CLINICA DENTAL DENTZANO USA;09-C251-0071;CL. JUAN DE PADILLA 10;9,006;BURGOS;BURGOS;947,218,841;947,040,505;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ALGOMA DENBUR, S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE PIEDRAHITA DE JUARROS;09-C232-0331;CL. DESCONOCIDA;9,292;PIEDRAHITA DE JUARROS;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SANTA MARIA DEL INVIERNO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIOS SANITARIOS DE GLAXO WELLCOME EN ARANDA DE DUERO;09-C3-0057;AV. DE EXTREMADURA 3;9,400;ARANDA DE DUERO;BURGOS;947,529,700;947,529,858;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;GLAXO WELLCOME, S.A.;PRIVADOS
CONSULTORIO LOCAL DE URDIALES DEL PARAMO;24-C232-0475;CL. DESCONOCIDA 0;24,248;URDIALES DEL PARAMO;LEON;987,351,276;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE URDIALES DEL PARAMO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA DE D. SANTIAGO TOCA XIMENEZ;47-C21-0312;CL. COLMENARES 5;47,004;VALLADOLID;VALLADOLID;983,301,410;983,297,839;CONSULTAS MEDICAS;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA;TOCA XIMENEZ CB;PRIVADOS
MERINDADES VISION;09-E-0048;CL. CALVO SOTELO  15;9,550;VILLARCAYO;BURGOS;947,130,206;0;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE AUDIOPROTESIS#ESTABLECIMIENTO DE OPTICA;MERINDADES VISION S.L.;PRIVADOS
CONSULTA DE PSIQUIATRIA DE D. PEDRO A. MEGIA LOPEZ;34-C21-0074;CL. MARIA DE MOLINA 7;34,002;PALENCIA;PALENCIA;979,702,673;0;CONSULTAS MEDICAS;PSIQUIATRIA;MEGIA LOPEZ , PEDRO ANTONIO;PRIVADOS
CLINICA DE FISIOTERAPIA DIEGO MARCOS LOPEZ;47-C22-0085;CL. LOPEZ GOMEZ 19  D;47,002;VALLADOLID;VALLADOLID;983,395,034;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;MARCOS LOPEZ , DIEGO;PRIVADOS
CONSULTORIO LOCAL DE COSCURITA;42-C232-0096;CL. DESCONOCIDA;42,217;COSCURITA;SORIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE COSCURITA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE CONSTANZANA;05-C232-0076;PZ. DE LA CONSTITUCION  1;5,217;CONSTANZANA;AVILA;920,316,088;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CONSTANZANA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE PEDROSA DE TOBALINA;09-C232-0319;CL. LA PLAZA, S/N;9,549;PEDROSA DE TOBALINA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALLE DE TOBALINA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE SAN MARTIN DE HUMADA;09-C232-0181;CL. SAN MARTIN OBISPO, S/N;9,126;SAN MARTIN DE HUMADA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE HUMADA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
GAES;47-E-0118;PZ. FUENTE DORADA  17;47,002;VALLADOLID;VALLADOLID;983,217,892;0;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE AUDIOPROTESIS;GABINETE AUDIPROTESIS, ELECTROMEDICINA Y SV.S S.A.;PRIVADOS
CENTRO DE DIALISIS ASTORGA;24-C255-0001;CR. DE PANDORADO 76-80;24,700;ASTORGA;LEON;987,876,455;987,271,147;ESPECIALIZADOS: CENTROS DE DIALISIS;DIALISIS;FRESENIUS MEDICAL CARE SERVICES C. Y LEON S.L.;PRIVADOS
CONSULTA DE PODOLOGIA DE D. ALFREDO SOMOZA YUSTE;05-C22-0024;AV. DE PORTUGAL 25;5,001;AVILA;AVILA;920,251,311;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;SOMOZA YUSTE , ALFREDO;PRIVADOS
CLINICA DENTAL HERADENT;24-C2590-0039;CL. GRANADOS 7;24,006;LEON;LEON;987,211,623;0;ESPECIALIZADOS: CLINICAS DENTALES;CIRUGIA MAXILOFACIAL#ODONTOLOGIA / ESTOMATOLOGIA;HERADENT S.C.;PRIVADOS
CONSULTORIO LOCAL DE MONUMENTA;49-C232-0172;CL. MONUMENTA;49,215;MONUMENTA;ZAMORA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE LUELMO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE PUEBLA DE ECA;42-C232-0211;PZ. MAYOR;42,222;PUEBLA DE ECA;SORIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ALMALUEZ;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA TRAUMATOLOGIA Y C.O. JOSE M. ALVAREZ FERNANDEZ REPRESA;24-C21-0033;AV. GRAN VIA DE SAN MARCOS 22  D;24,002;LEON;LEON;987,222,907;987,272,615;CONSULTAS MEDICAS;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA;ALVAREZ Y ROIZ MEDICOS S.L. CIF B24529422;PRIVADOS
CLINICA DENTAL GABINETE 5;47-C251-0031;PZ. MARCOS FERNANDEZ N. 3, ENTRESUELO (LOCAL F);47,014;VALLADOLID;VALLADOLID;983,337,059;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;VILLAR CARRETERO , FERNANDO;PRIVADOS
CONSULTORIO LOCAL DE VILLANUEVA DE CAMPEAN;49-C232-0301;CL. CONSULTORIO;49,708;VILLANUEVA DE CAMPEAN;ZAMORA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLANUEVA DE CAMPEAN;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE ODONTOLOGIA Y ESTOMATOLOGIA DE D. JAVIER VALERO MOLPECERES;47-C251-0099;CL. EMBAJADORES 2;47,013;VALLADOLID;VALLADOLID;983,226,051;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;VALERO MOLPECERES , JAVIER;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE POLENTINOS;34-C232-0142;CL. REAL  22;34,846;POLENTINOS;PALENCIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE POLENTINOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIO SANITARIO DE LA CONCEJALIA DE ACCION SOCIAL.COOPERACION E IGUALDAD;42-C3-0071;PZ. MAYOR 1;42,002;SORIA;SORIA;975,240,949;975,224,450;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);EXCMO. AYUNTAMIENTO DE SORIA;MUNICIPIO
AMBULANCIAS GREDOS;05-C290-0002;CL. RIO PISUERGA 13-14;5,004;AVILA;AVILA;920,352,500;920,250,358;OTROS PROVEEDORES DE ASIST. SANITARIA SIN INTERNAMIENTO;TRANSPORTE SANITARIO;AMBULANCIAS GREDOS SL;PRIVADOS
CLINICA DENTAL ESTOMA;34-C251-0050;PS. LA JULIA 3;34,002;PALENCIA;PALENCIA;979,710,126;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;INVERSIONES ODONTOLOGICAS S.L.U.;PRIVADOS
SECCION DE OPTICA Y AUDIOPROTESIS FARMACIA JUNCO;34-E-0023;AV. VALLADOLID 4;34,002;PALENCIA;PALENCIA;979,720,794;0;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE AUDIOPROTESIS#ESTABLECIMIENTO DE OPTICA;JUNCO NAVASCUES JUAN Y OTROS;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE EL CUBO DE DON SANCHO;37-C232-0389;AV. JUAN ANTONIO MORO BENITO 0;37,281;CUBO DE DON SANCHO (EL);SALAMANCA;923,440,361;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CUBO DE DON SANCHO (EL);SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE FUENTES DE CARBAJAL;24-C232-0247;CL. DESCONOCIDA 0;24,206;FUENTES DE CARBAJAL;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE FUENTES DE CARBAJAL;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE SAN PEDRO DE GAILLOS;40-C232-0272;CR. DE LA MATILLA 16;40,389;SAN PEDRO DE GAILLOS;SEGOVIA;921,531,086;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SAN PEDRO DE GAILLOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIO DE FISIOTERAPIA EN PISCINA MUNICIPAL DE GARRIDO;37-C3-0079;AV. VICENTE DEL BOSQUE 229;37,006;SALAMANCA;SALAMANCA;923,248,856;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;FISIOTERAPIA;EULEN S.A. , CIF A-28517308;PRIVADOS
CENTRO OPTICO ANA CRISTINA LOSA;09-E-0034;CL. VIERZON  36;9,200;MIRANDA DE EBRO;BURGOS;947,331,642;0;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE AUDIOPROTESIS#ESTABLECIMIENTO DE OPTICA;ANA  CRISTINA LOSA S.L.;PRIVADOS
SERVICIOS SANITARIOS DE LA RESIDENCIA SANTA MARIA;40-C3-0027;CL. MAYOR 30;40,440;SANTA MARIA LA REAL DE NIEVA;SEGOVIA;921,594,029;921,594,433;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#PODOLOGIA#TERAPIA OCUPACIONAL;EUROPEA DE GESTION RESIDENCIAL S.L.;PRIVADOS
BENESSERE ENFERMERIA;37-C22-0399;RD. SANCTI-SPIRITUS, 13;37,001;SALAMANCA;SALAMANCA;644,162,933;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;ENFERMERIA;BENESSERE ENFERMERIA C.B.;PRIVADOS
CONSULTA DE APARATO DIGESTIVO DEL DR. ATIENZA;47-C21-0358;CL. DUQUE DE LA VICTORIA 13  C;47,001;VALLADOLID;VALLADOLID;638,779,130;0;CONSULTAS MEDICAS;CIRUGIA GENERAL Y DIGESTIVO;ATIENZA SANCHEZ , RAMON;PRIVADOS
DENTAL NATURAL;09-C251-0172;CL. ESTEBAN SAEZ ALVARADO 7;9,007;BURGOS;BURGOS;947,487,880;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;RAMIREZ  BENITO , ALFONSO LUIS;PRIVADOS
SECCION DE OPTICA FARMACIA CRISTINA PRIETO ESTEBAN;47-E-0150;CL. MESONES 31;47,420;ISCAR;VALLADOLID;983,620,541;0;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE OPTICA;PRIETO ESTEBAN , CRISTINA;PRIVADOS
CLINICA PODOLOGICA CLIPO;24-C22-0073;CL. TRUCHILLAS 13;24,010;LEON;LEON;696,914,799;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;ALONSO  FERNANDEZ , ALBA M.;PRIVADOS
CLINICA DENTAL  D. PEDRO SEISDEDOS ALONSO;49-C251-0085;CL. DE LAS ERAS 50  D;49,600;BENAVENTE;ZAMORA;980,633,990;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;SEISDEDOS ALONSO , PEDRO;PRIVADOS
CLINICA DENTAL CEBREROS;05-C251-0055;AV. LA CONSTITUCION 58;5,260;CEBREROS;AVILA;918,632,002;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;BURITICA NARVAEZ , CLAUDIA JOSEFINA;PRIVADOS
CLINICA DENTAL VITALDENT (MIRANDA DE EBRO);09-C251-0138;CL. CID, ESQUINA ALFONSO VI 14;9,200;MIRANDA DE EBRO;BURGOS;947,347,234;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;DENTAL MIRANDA, S.L.;PRIVADOS
CLINICA DENTAL D. AMABLE DUPERIER;05-C251-0097;CL. IGLESIA 57;5,450;CASAVIEJA;AVILA;918,678,902;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;DUPERIER GUERRA , AMABLE JESUS;PRIVADOS
S. S. DE LA U. DE ESTANCIAS DIURNAS DEL H.R. PARA MAYORES LAS 4 PALMERAS;05-C3-0088;AV. MADRID, S/N;5,270;TIEMBLO (EL);AVILA;918,602,539;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;LAS CUATRO PALMERAS SL;PRIVADOS
AMPLIFON;34-E5-0007;CL. MAYOR 140;34,001;PALENCIA;PALENCIA;932,237,991;0;ESTABLECIMIENTO DE AUDIOPROTESIS;ESTABLECIMIENTO DE AUDIOPROTESIS;AMPLIFON IBERICA SAU;PRIVADOS
CENTRO RESIDENCIA SAN NICOLAS DE BARI;24-C3-0287;CL. REAL S/N;24,391;QUINTANA DE RANEROS;LEON;987,246,644;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#TERAPIA OCUPACIONAL;ASPRONA-LEON;PRIVADOS
CONSULTORIO LOCAL DE VILLAZALA;24-C232-0129;CL. DESCONOCIDA 0;24,763;VILLAZALA;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLAZALA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE PEDIATRIA DE D. ANGEL ENRIQUE GONZALEZ MENENDEZ;34-C21-0032;CL. VALENTIN CALDERON 11  A;34,001;PALENCIA;PALENCIA;979,751,562;0;CONSULTAS MEDICAS;PEDIATRIA;GONZALEZ MENENDEZ , ANGEL ENRIQUE;PRIVADOS
CONSULTORIO LOCAL DE SANTERVAS DEL BURGO;42-C232-0245;CL. DESCONOCIDA;42,143;SANTERVAS DEL BURGO;SORIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE FUENTEARMEGIL;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIOS SANITARIOS RESIDENCIA TERCERA EDAD SAN ANTONIO DE PADUA;34-C3-0053;CM. DE LOS TRES PASOS 3;34,005;PALENCIA;PALENCIA;655,891,687;979,741,195;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;RESIDENCIA MAR DE CASTILLA, S.L.;PRIVADOS
CONSULTORIO LOCAL DE BARJAS;24-C232-0060;CL. DESCONOCIDA 0;24,521;BARJAS;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE BARJAS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
AQUILES-CONSULTA PODOLOGICA;47-C22-0028;PZ. FUENTE DORADA 17  A;47,001;VALLADOLID;VALLADOLID;983,379,990;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;ESCARDA ALONSO , HILARIO;PRIVADOS
CONSULTA DE PSICOLOGIA SANITARIA ADEFAB;09-C22-0221;CL. FEDERICO MARTINEZ VAREA AVICENA CENTRO-LOC. 3-4 29;9,006;BURGOS;BURGOS;947,221,857;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);ASOC DE FAMILIARES DE ANOREXIA Y BULIMIA ADEFAB;PRIVADOS
GERO VITALIA BURGOS;09-C3-0177;CL. SAGRADA FAMILIA 22;9,006;BURGOS;BURGOS;947,040,678;983,651,908;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;GERO VITALIA BURGOS SL;PRIVADOS
CONSULTA PEDIATRIA SIMON-RICART CENIZO;24-C21-0108;PZ. CORTES LEONESAS 4  D;24,003;LEON;LEON;987,249,387;0;CONSULTAS MEDICAS;PEDIATRIA;SIMON-RICART CENIZO , MARIA DEL CARMEN;PRIVADOS
DRUIZ INSTITUTO MEDICO DENTAL;09-C251-0203;PS. REGINO SAINZ DE LA MAZA (ENTRADA POR CL. VITORIA, 37-39) 12;9,004;BURGOS;BURGOS;0;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;RUIZ JIMENEZ , ALVARO;PRIVADOS
CONSULTA DE MEDICINA INTERNA DE D. IGNACIO PEREZ DE DIEGO;34-C21-0068;CL. MAYOR 101  D;34,001;PALENCIA;PALENCIA;979,702,017;0;CONSULTAS MEDICAS;MEDICINA INTERNA;PEREZ DE DIEGO , IGNACIO JAVIER;PRIVADOS
OPTICA ALISTE ZAS VISION;05-E-0029;CL. ISAAC PERAL 12;5,001;AVILA;AVILA;920,222,477;0;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE OPTICA;GONZALEZ ALISTE , MARIA JESUS;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE MUDRIAN;40-C232-0193;PZ. MAYOR 1;40,295;MUDRIAN;SEGOVIA;921,567,820;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SAN MARTIN Y MUDRIAN;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE SANTA INES;09-C232-0243;CL. SANTA INES;9,390;SANTA INES;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SANTA INES;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTRO MEDICO EL PILAR;24-C24-0015;CL. SANTA LUCIA 6;24,700;ASTORGA;LEON;987,619,350;987,619,350;CENTROS POLIVALENTES;ALERGOLOGIA#CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#NEUMOLOGIA#OTORRINOLARINGOLOGIA;CAROBAR S.L.;PRIVADOS
CLINICA DENTAL D. TOMAS JOSE  FERNANDEZ NOGUERAS;49-C251-0047;CL. LA RUA 1  I;49,600;BENAVENTE;ZAMORA;980,636,797;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;FERNANDEZ NOGUERAS , TOMAS JOSE;PRIVADOS
UNIDAD DE DIAGNOSTICO GENETICO DE INNOVAGENOMICS.;37-C256-0030;CL. RIO DUERO (PARQUE CIENTIFICO UNIVERSIDAD DE SALAMANCA. EDIFICIO INCUBADORA);37,185;VILLAMAYOR;SALAMANCA;675,686,587;0;ESPECIALIZADOS: CENTROS DE DIAGNOSTICO;GENETICA;INNOVAGENOMICS, S.L.;PRIVADOS
CONSULTA DE LOGOPEDIA DE D. MIRIAM GONZALEZ DEL DEDO;05-C22-0114;AV. DERECHOS HUMANOS (ANCORA PSICOLOGIA Y FORMACION) 58  1;5,003;AVILA;AVILA;920,250,482;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;GONZALEZ DEL DEDO , MIRIAM;PRIVADOS
CLINICA DENTAL BETTAS Y GARCIA;09-C251-0189;CL. EL SOL 14;9,400;ARANDA DE DUERO;BURGOS;0;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;CLINICA DENTAL QUINTANAR S.C.;PRIVADOS
CLINICA DENTAL DE D. EDUARDO PRIETO MARTIN;47-C251-0047;CL. NICOLAS SALMERON 15  B;47,004;VALLADOLID;VALLADOLID;983,210,132;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;PRIETO MARTIN , EDUARDO;PRIVADOS
CONSULTORIO LOCAL DE CEBANICO;24-C232-0190;CL. DESCONOCIDA 0;24,892;CEBANICO;LEON;987,694,234;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CEBANICO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE VELLIZA;47-C232-0197;PZ. MAYOR 0;47,131;VELLIZA;VALLADOLID;983,792,321;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VELLIZA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTRO DE SALUD DE GREDOS;05-C231-0002;CL. LAS MOZAS  0;5,635;NAVARREDONDA DE GREDOS;AVILA;920,348,366;920,348,268;CENTROS DE ATENCION PRIMARIA: CENTROS DE SALUD;ATENCION SANITARIA DOMICILIARIA#ENFERMERIA#ENFERMERIA OBSTETRICO - GINECOLOGICA (MATRONA)#MEDICINA GENERAL /  DE FAMILIA#OBTENCION DE MUESTRAS#PEDIATRIA#TRANSPORTE SANITARIO #URGENCIAS#VACUNACION;GERENCIA  REGIONAL DE SALUD;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE FUENTE EL CARNERO;49-C232-0115;PZ. DE JOSE ANTONIO;49,706;FUENTE EL CARNERO;ZAMORA;980,560,079;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CORRALES;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA PODOLOGICA CASADO;34-C22-0124;CL. LA PUEBLA 11  D;34,002;PALENCIA;PALENCIA;650,762,613;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;CASADO PRIETO , FRANCISCO JAVIER;PRIVADOS
CONSULTORIO LOCAL DE HERRERA DE SORIA;42-C232-0135;CL. DESCONOCIDA;42,144;HERRERA DE SORIA;SORIA;975,184,027;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE HERRERA DE SORIA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE VALDESPINO DE VACA;24-C232-0441;CL. DESCONOCIDA 0;24,324;VALDESPINO DE VACA;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE JOARILLA DE LAS MATAS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE MIEZA;37-C232-0306;CL. VILVESTRE, 0;37,254;MIEZA;SALAMANCA;923,523,472;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MIEZA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA DENTAL BOTIGUERO;49-C251-0105;CL. SAN ATILANO 7  7;49,003;ZAMORA;ZAMORA;980,987,216;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ZAZO RODRIGUEZ , MARIA;PRIVADOS
CONSULTA DE PSICOLOGIA FELISA QUINTANA;47-C22-0329;AV. REYES CATOLICOS N. 1-LOCAL;47,006;VALLADOLID;VALLADOLID;695,764,096;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);QUINTANA DIEZ , FELISA;PRIVADOS
SERVICIOS SANITARIOS DE LA RESIDENCIA SAN BERNABE Y SAN ANTOLIN;34-C3-0052;CL. C/MANFLORIDO 5;34,005;PALENCIA;PALENCIA;979,749,500;979,751,438;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;FUNDACION SAN BERNABE Y SAN ANTOLIN;PRIVADOS
